一级类目,二级类目,三级类目,categoryId,typeId,rFBS_低档,rFBS_中档,rFBS_高档
家用电器,洗衣机,甩干机,17039748,970797265,10%,10%,10%
家用电器,洗衣机,电动烘干机,43436569,122770105,10%,10%,10%
家用电器,洗衣机,滚筒式干衣机,43436569,93829,10%,10%,10%
家用电器,洗衣机,蒸汽衣柜,43436569,970828015,10%,10%,10%
家用电器,洗衣机,物、鞋子干燥柜,43436569,971012096,10%,10%,10%
家用电器,冰箱,酒柜,17039749,93821,10%,10%,10%
家用电器,冰箱,酒架配件,17039749,971284048,10%,10%,10%
家用电器,冰箱,酒瓶冷却器,17039749,98376,10%,10%,10%
家用电器,冰箱,冷冻室,17039752,93822,10%,10%,10%
家用电器,冰箱,酒吧冰箱,17039757,971310012,10%,10%,10%
家用电器,空调设备,风扇,17039758,91443,10%,10%,10%
家用电器,空调设备,加热垫,17039763,115950958,10%,10%,10%
家用电器,空调设备,加热器,17039763,91448,10%,10%,10%
家用电器,空调设备,电壁炉,17039763,91457,10%,10%,10%
家用电器,空调设备,太阳能集热器,17039763,970742591,10%,10%,10%
家用电器,空调设备,加热模块,17039763,971976255,10%,10%,10%
家用电器,空调设备,便携式空调,17039765,91450,10%,10%,10%
家用电器,空调设备,空气净化加湿器,17039766,91447,10%,10%,10%
家用电器,空调设备,空气除湿机,17039766,91449,10%,10%,10%
家用电器,空调设备,空气净化器,17039766,91451,10%,10%,10%
家用电器,空调设备,新风系统,17039766,91452,10%,10%,10%
家用电器,空调设备,臭氧发生器,17039766,91841,10%,10%,10%
家用电器,空调设备,空气离子发生器,17039766,971433266,10%,10%,10%
家用电器,空调设备,干手器,17039768,91453,10%,10%,10%
家用电器,空调设备,毛巾加热器,17039768,970840732,10%,10%,10%
家用电器,空调设备,干手机备件,17039768,971422282,10%,10%,10%
家用电器,空调设备,空气加湿器,17039771,91456,10%,10%,10%
家用电器,空调设备,超声波香气扩散器,17039771,97613,10%,10%,10%
家用电器,空调设备,风幕机,43429833,91446,10%,10%,10%
家用电器,空调设备,热风幕,43429833,970739246,10%,10%,10%
家用电器,空调设备,水幕,43429833,970740323,10%,10%,10%
家用电器,空调设备,水暖风机,43429833,971109685,10%,10%,10%
家用电器,空调设备,排气扇,43435274,97272,10%,10%,10%
家用电器,空调设备,送排风扇,43435274,97304,10%,10%,10%
家用电器,水冷却器,饮水机,17039773,94682,10%,10%,10%
家用电器,水冷却器,直饮水机,17039773,970952397,10%,10%,10%
家用电器,水冷却器,饮水机,17039773,97929,10%,10%,10%
家用电器,家用天气仪和温湿度计,气压计,17039810,91888,10%,10%,10%
家用电器,家用天气仪和温湿度计,湿度计,43434545,91691,10%,10%,10%
家用电器,家用天气仪和温湿度计,气象站,43434545,91891,10%,10%,10%
家用电器,家用天气仪和温湿度计,气象站配件,43434545,970829665,10%,10%,10%
家用电器,家用天气仪和温湿度计,空气质量检测仪,43434545,970879743,10%,10%,10%
家用电器,家用天气仪和温湿度计,电子温度计,53452981,970692078,10%,10%,10%
家用电器,吹风机和加热直发梳,美发造型工具配件,17039817,91725,10%,10%,10%
家用电器,吹风机和加热直发梳,电吹风,17039822,91730,10%,10%,10%
家用电器,吹风机和加热直发梳,多功能造型器,17039824,234850283,10%,10%,10%
家用电器,吹风机和加热直发梳,直发器,17039824,91724,10%,10%,10%
家用电器,吹风机和加热直发梳,负离子梳,17039824,91728,10%,10%,10%
家用电器,吹风机和加热直发梳,卷发棒,17039824,91732,10%,10%,10%
家用电器,吹风机和加热直发梳,接发钳,17039824,970948796,10%,10%,10%
家用电器,吹风机和加热直发梳,电动卷发器,17039825,91733,10%,10%,10%
家用电器,缝纫机,锁边机,17039829,91771,10%,10%,10%
家用电器,缝纫机,绷缝机,17039831,91772,10%,10%,10%
家用电器,缝纫机,缝纫机,17039831,91773,10%,10%,10%
家用电器,缝纫机,编织机,17039831,970852739,10%,10%,10%
家用电器,缝纫机,电动纺车,17039831,970904924,10%,10%,10%
家用电器,缝纫机,切割机,17039831,971296613,10%,10%,10%
家用电器,缝纫机,绣花机,43429841,91769,10%,10%,10%
家用电器,缝纫机,刻字机,92230594,970941852,10%,10%,10%
家用电器,电动刀、垃圾粉碎机,电动刀,17039836,91489,10%,10%,10%
家用电器,电动刀、垃圾粉碎机,电动开瓶机,17039836,91490,10%,10%,10%
家用电器,电动刀、垃圾粉碎机,电动磨刀机,17039838,91484,10%,10%,10%
家用电器,电动刀、垃圾粉碎机,食物垃圾处理器,17039841,91480,10%,10%,10%
家用电器,真空包装机,真空封口机,27300580,96075,10%,10%,10%
家用电器,真空包装机,便携式封口机,27300580,98099,10%,10%,10%
家用电器,微波烤箱,微波炉,41587431,94972,10%,10%,10%
家用电器,榨汁机,电动榨汁机,46748129,94989,10%,10%,10%
家用电器,榨汁机,家用榨油机,46748129,953995898,10%,10%,10%
家用电器,灶具面板,灶具面板,41724059,95262,10%,10%,10%
家用电器,抽油烟机,抽油烟机,43133061,93827,10%,10%,10%
家用电器,抽油烟机,排风罩,43133061,970988677,10%,10%,10%
家用电器,洗碗机,洗碗机,47676252,94566,10%,10%,10%
家用电器,洗碗机,餐具干燥柜,47676252,970876143,10%,10%,10%
家用电器,内置家用电器,嵌入式电器套装,200000312,970825893,10%,10%,10%
家用电器,热水器,储水式热水器,17039759,91444,10%,10%,10%
家用电器,热水器,即热式热水器,41587414,91445,10%,10%,10%
家用电器,热水器,燃气热水器,43429834,593989091,10%,10%,10%
家用电器,额外保修,保修卡,86133739,970783923,10%,10%,10%
家用电器,家用电器配件和备件,风扇配件,17033906,971133761,10%,10%,10%
家用电器,家用电器配件和备件,巧克力喷泉备件,17033906,971285999,10%,10%,10%
家用电器,家用电器配件和备件,榨油机备件,17033906,971362718,10%,10%,10%
家用电器,家用电器配件和备件,磨刀器备件,17033906,971408238,10%,10%,10%
家用电器,家用电器配件和备件,家用电器润滑剂,17033906,971473484,10%,10%,10%
家用电器,家用电器配件和备件,空调配件、备件,17033907,389152488,10%,10%,10%
家用电器,家用电器配件和备件,空气净化器配件、备件,17033907,91598,10%,10%,10%
家用电器,家用电器配件和备件,取暖器配件、备件,17033907,96866,10%,10%,10%
家用电器,家用电器配件和备件,加湿器配件、备件,17033907,98540,10%,10%,10%
家用电器,家用电器配件和备件,真空封口机配件,17039792,95798,10%,10%,10%
家用电器,家用电器配件和备件,咖啡机清洁剂,17039797,98642,10%,10%,10%
家用电器,家用电器配件和备件,吸尘器配件、备件,17040015,971002378,10%,10%,10%
家用电器,家用电器配件和备件,扫地机器人配件、备件,17040015,971080300,10%,10%,10%
家用电器,家用电器配件和备件,擦玻璃机器人的配件,17040015,972742308,10%,10%,10%
家用电器,家用电器配件和备件,包缝机备件,43429676,971223823,10%,10%,10%
家用电器,家用电器配件和备件,针织机备件,43429676,971429615,10%,10%,10%
家用电器,家用电器配件和备件,绣花机备件,43429676,971439372,10%,10%,10%
家用电器,家用电器配件和备件,缝纫机配件、备件,43429676,98532,10%,10%,10%
家用电器,家用电器配件和备件,饮水机配件、备件,59292884,94684,10%,10%,10%
家用电器,家用电器配件和备件,冷冻柜配件,59292884,970619987,10%,10%,10%
家用电器,家用电器配件和备件,冰箱配件、备件,59292884,970663046,10%,10%,10%
家用电器,家用电器配件和备件,抽油烟机配件、备件,59292884,970729309,10%,10%,10%
家用电器,家用电器配件和备件,直饮水机配件,59292884,971303852,10%,10%,10%
家用电器,家用电器配件和备件,食物脱水机备件,88667065,971306219,10%,10%,10%
家用电器,家用电器配件和备件,脱水盘,88667065,97941,10%,10%,10%
家用电器,餐饮业设备,餐饮甜品设备,200000486,971444386,10%,10%,10%
家用电器,餐饮业设备,餐饮行业加热设备,200000487,971096710,10%,10%,10%
家用电器,餐饮业设备,餐饮行业专业洗碗设备,88264556,970966335,10%,10%,10%
家用电器,餐饮业设备,自动售货机,89356283,970862356,10%,10%,10%
家用电器,餐饮业设备,自动售货机配件,89356283,971123834,10%,10%,10%
家用电器,餐饮业设备,餐饮设备备件,90310945,970870780,10%,10%,10%
家用电器,餐饮业设备,餐饮行业烘焙设备,91873905,970693032,10%,10%,10%
家用电器,餐饮业设备,餐饮冷藏设备,93473890,93825,10%,10%,10%
家用电器,餐饮业设备,软冰淇淋机,93473890,971046395,10%,10%,10%
家用电器,餐饮业设备,餐饮行业加工设备,99077577,971046393,10%,10%,10%
家用电器,其他家用电器,手持式电动玻璃清洁器,17033073,91472,10%,10%,10%
家用电器,其他家用电器,电磁辐射探测器,17034907,664056976,10%,10%,10%
家用电器,其他家用电器,剂量计,17034907,91550,10%,10%,10%
家用电器,其他家用电器,硝酸盐检测仪，环保测试仪,17034907,91563,10%,10%,10%
家用电器,其他家用电器,感应式皂液器?,200000024,971046472,10%,10%,10%
家用电器,其他家用电器,擦鞋机,74091407,970632191,10%,10%,10%
家用电器,其他家用电器,便携式洗衣机,92302316,971440233,10%,10%,10%
家用电器,酿酒,家用啤酒酿造机,17039735,90122721,10%,10%,10%
家用电器,酿酒,蒸馏设备,17039735,94965,10%,10%,10%
家用电器,酿酒,酒精设备配件,89365144,971138803,10%,10%,10%
家用电器,技术装备,包装设备,89373970,970862374,10%,10%,10%
家用电器,技术装备,包装设备配件,89373970,970987564,10%,10%,10%
宠物用品,步行和训练配件,宠物卫生袋分配器,17031525,308023,12%,14%,15%
宠物用品,步行和训练配件,宠物卫生包装,17031525,95225,12%,14%,15%
宠物用品,步行和训练配件,宠物牵绳,17031526,95226,12%,14%,15%
宠物用品,步行和训练配件,宠物零食包,17031533,95194,12%,14%,15%
宠物用品,步行和训练配件,胸背带,17031535,95234,12%,14%,15%
宠物用品,步行和训练配件,宠物身份牌,17037237,95213,12%,14%,15%
宠物用品,步行和训练配件,宠物项圈挂件,17037237,95216,12%,14%,15%
宠物用品,步行和训练配件,嘴套,17037246,95221,12%,14%,15%
宠物用品,步行和训练配件,宠物项圈,17037249,95224,12%,14%,15%
宠物用品,步行和训练配件,宠物身份牌挂绳,17037249,970957412,12%,14%,15%
宠物用品,步行和训练配件,宠物训练用品,200000833,95231,12%,14%,15%
宠物用品,步行和训练配件,止吠器,200000833,971080245,12%,14%,15%
宠物用品,步行和训练配件,项圈、牵引绳五金配件,81876537,970710040,12%,14%,15%
宠物用品,步行和训练配件,宠物地钉,90918463,970879109,12%,14%,15%
宠物用品,步行和训练配件,宠物站桩器,90918463,971083530,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物尿液收集器,17030854,95953,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物术后弹力连体衣,17030860,95959,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物绷带,17031538,95939,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物防护项圈,17037253,95942,12%,14%,15%
宠物用品,兽医药房（耗材）,兽医证明文件,17037255,95944,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物芯片,200000736,971006605,12%,14%,15%
宠物用品,兽医药房（耗材）,狗狗助行器,200000802,971079223,12%,14%,15%
宠物用品,兽医药房（耗材）,兽医急救箱,200000987,971362426,12%,14%,15%
宠物用品,兽医药房（耗材）,兽医工具,43430202,95946,12%,14%,15%
宠物用品,兽医药房（耗材）,动物快速测试试纸,43430202,970951150,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物心电图机,43430202,970960465,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物轮椅,43430203,95945,12%,14%,15%
宠物用品,兽医药房（耗材）,动物温度计,43434789,95969,12%,14%,15%
宠物用品,兽医药房（耗材）,宠物矫形绷带,43443394,95938,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,水族箱、爬虫箱底砂/底土,17030878,95274,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,水族箱、爬虫箱照明,17030883,95292,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸水质测试仪,17030889,95298,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸消毒器,17030891,95300,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸过滤器填充物,17030892,324689474,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸潜水泵,17030892,95286,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,水族箱、爬虫箱过滤器,17030892,95301,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸撇渣器,17030892,971215822,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,水族箱、爬虫箱装饰品,17037276,95277,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,水族箱、爬虫箱配件,17037278,95279,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸打气泵,17037279,95280,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸罩,17037280,95281,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸热水器,17037281,95282,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸二氧化碳设备,17037282,95283,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,鱼缸空气扩散器,17037288,95289,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,饲养缸加热器,86707239,970798020,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,爬行动物孵化器,86707882,970798024,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸配件,饲养缸气候控制系统 ,86708049,970798055,12%,14%,15%
宠物用品,宠物餐具,饮水器、自动喂食器配件,17030897,95195,12%,14%,15%
宠物用品,宠物餐具,宠物自动喂食器,17037289,95183,12%,14%,15%
宠物用品,宠物餐具,宠物瓶,17037291,95185,12%,14%,15%
宠物用品,宠物餐具,饲料容器,17037292,95186,12%,14%,15%
宠物用品,宠物餐具,宠物碗垫,17037293,95187,12%,14%,15%
宠物用品,宠物餐具,鸟类、啮齿动物喂食器,17037294,95188,12%,14%,15%
宠物用品,宠物餐具,宠物碗,17037295,95189,12%,14%,15%
宠物用品,宠物餐具,宠物喂养用品,17037296,95190,12%,14%,15%
宠物用品,宠物餐具,宠物碗架,17037297,95191,12%,14%,15%
宠物用品,宠物餐具,饲料勺,17037299,95193,12%,14%,15%
宠物用品,宠物餐具,宠物湿粮包装压封器,200001074,971435190,12%,14%,15%
宠物用品,宠物餐具,宠物饮水器,43434104,95192,12%,14%,15%
宠物用品,宠物餐具,水消毒器,90441526,970872421,12%,14%,15%
宠物用品,携带和睡眠配件,狗屋,17030898,95196,12%,14%,15%
宠物用品,携带和睡眠配件,宠物汽车座椅,17030899,796002986,12%,14%,15%
宠物用品,携带和睡眠配件,宠物吊床 ,17030899,95198,12%,14%,15%
宠物用品,携带和睡眠配件,宠物汽车吊床,17030899,98056,12%,14%,15%
宠物用品,携带和睡眠配件,宠物屋,17030900,95199,12%,14%,15%
宠物用品,携带和睡眠配件,宠物帐篷,17030900,95207,12%,14%,15%
宠物用品,携带和睡眠配件,宠物笼子,17030902,95200,12%,14%,15%
宠物用品,携带和睡眠配件,鸟笼站台,17030902,971323353,12%,14%,15%
宠物用品,携带和睡眠配件,宠物垫,17030905,95201,12%,14%,15%
宠物用品,携带和睡眠配件,宠物躺床,17030905,95203,12%,14%,15%
宠物用品,携带和睡眠配件,宠物床垫,17030905,95205,12%,14%,15%
宠物用品,携带和睡眠配件,宠物床罩,17030905,95209,12%,14%,15%
宠物用品,携带和睡眠配件,宠物梯子,17030906,95204,12%,14%,15%
宠物用品,携带和睡眠配件,宠物坡道,17030906,971079222,12%,14%,15%
宠物用品,携带和睡眠配件,宠物门 ,17030908,504866297,12%,14%,15%
宠物用品,携带和睡眠配件,宠物围栏,17030908,95206,12%,14%,15%
宠物用品,携带和睡眠配件,宠物便携箱,17030910,95208,12%,14%,15%
宠物用品,携带和睡眠配件,狗用安全带,17037302,95210,12%,14%,15%
宠物用品,携带和睡眠配件,诱捕动物的工具,200000930,971025111,12%,14%,15%
宠物用品,携带和睡眠配件,宠物运输网,200000998,95211,12%,14%,15%
宠物用品,携带和睡眠配件,宠物携带箱套,200000998,95212,12%,14%,15%
宠物用品,携带和睡眠配件,宠物便携箱备件,200000998,971366829,12%,14%,15%
宠物用品,携带和睡眠配件,宠物围栏,43429401,95197,12%,14%,15%
宠物用品,携带和睡眠配件,宠物围栏部分,43429401,970971161,12%,14%,15%
宠物用品,携带和睡眠配件,笼子配件,93367228,971035250,12%,14%,15%
宠物用品,携带和睡眠配件,观赏鸟照明设备,93367228,971118030,12%,14%,15%
宠物用品,携带和睡眠配件,宠物骨灰盒,99126165,970995760,12%,14%,15%
宠物用品,宠物服装和靴子,宠物救生衣,17030187,863256801,12%,14%,15%
宠物用品,宠物服装和靴子,宠物服装,17030187,96063,12%,14%,15%
宠物用品,宠物服装和靴子,动物模型,17030187,971813657,12%,14%,15%
宠物用品,宠物服装和靴子,狗鞋,43433760,96062,12%,14%,15%
宠物用品,宠物服装和靴子,宠物饰品,43443646,971929672,12%,14%,15%
宠物用品,宠物服装和靴子,宠物爪套,43443646,98983,12%,14%,15%
宠物用品,宠物护理用品,猫砂,17030194,95168,12%,14%,15%
宠物用品,宠物护理用品,宠物化妆品,17032446,95153,12%,14%,15%
宠物用品,宠物护理用品,宠物湿巾,17032450,95157,12%,14%,15%
宠物用品,宠物护理用品,宠物脚底保护蜡,17032451,95158,12%,14%,15%
宠物用品,宠物护理用品,宠物护发素,17032457,95162,12%,14%,15%
宠物用品,宠物护理用品,宠物清洁剂,17032460,95178,12%,14%,15%
宠物用品,宠物护理用品,异味中和剂,17032463,95181,12%,14%,15%
宠物用品,宠物护理用品,动物洗发水,17032464,95182,12%,14%,15%
宠物用品,宠物护理用品,宠物化妆品套装,17032464,970987191,12%,14%,15%
宠物用品,宠物护理用品,宠物口腔护理药物,41587862,970865393,12%,14%,15%
宠物用品,宠物护理用品,宠物牙膏 ,41587862,970969743,12%,14%,15%
宠物用品,宠物护理用品,宠物香水,43429739,95161,12%,14%,15%
宠物用品,宠物护理用品,宠物肥皂 ,43433135,95167,12%,14%,15%
宠物用品,宠物护理用品,沙浴剂,43433763,95171,12%,14%,15%
宠物用品,宠物护理用品,宠物毛发护理剂,43435156,95154,12%,14%,15%
宠物用品,宠物护理用品,宠物行为矫正器,88577139,970841535,12%,14%,15%
宠物用品,宠物护理用品, 检测宠物尿渍手电筒,100126067,971026449,12%,14%,15%
宠物用品,宠物护理用品,可重复使用的动物尿垫,17030196,95166,12%,14%,15%
宠物用品,宠物护理用品,一次性宠物尿垫,17030196,95170,12%,14%,15%
宠物用品,宠物护理用品,宠物卫生巾,17030199,563432910,12%,14%,15%
宠物用品,宠物护理用品,宠物尿布,17030199,95172,12%,14%,15%
宠物用品,宠物护理用品,宠物玩具,17030205,95238,12%,14%,15%
宠物用品,宠物护理用品,宠物指甲剪刀,17030207,95239,12%,14%,15%
宠物用品,宠物护理用品,宠物美甲磨头,17030207,971065949,12%,14%,15%
宠物用品,宠物护理用品,猫抓柱,17030208,95240,12%,14%,15%
宠物用品,宠物护理用品,可替换的猫抓柱,17030208,971066730,12%,14%,15%
宠物用品,宠物护理用品,宠物开结毛梳,17030209,95241,12%,14%,15%
宠物用品,宠物护理用品,宠物厕所,17030211,95242,12%,14%,15%
宠物用品,宠物护理用品,自动宠物厕所电源适配器,17030211,971472428,12%,14%,15%
宠物用品,宠物护理用品,猫砂盆除臭剂,17030211,971962784,12%,14%,15%
宠物用品,宠物护理用品,宠物理发器,17030212,95243,12%,14%,15%
宠物用品,宠物护理用品,宠物理发器限位器,17030212,95244,12%,14%,15%
宠物用品,宠物护理用品,宠物理发器电池,17030212,970583363,12%,14%,15%
宠物用品,宠物护理用品,宠物理发器刀片,17030212,970990327,12%,14%,15%
宠物用品,宠物护理用品,宠物蜱虫工具,17030221,115946763,12%,14%,15%
宠物用品,宠物护理用品,宠物洗脚桶,17030224,504866268,12%,14%,15%
宠物用品,宠物护理用品,宠物洗澡海绵,17032468,95236,12%,14%,15%
宠物用品,宠物护理用品,宠物如厕训练器,17032477,95252,12%,14%,15%
宠物用品,宠物护理用品,猫砂铲,17032479,95254,12%,14%,15%
宠物用品,宠物护理用品,用于宠物美容的设备,17032480,95255,12%,14%,15%
宠物用品,宠物护理用品,宠物跑轮,200000046,971053076,12%,14%,15%
宠物用品,宠物护理用品,宠物垫材,200000549,971110206,12%,14%,15%
宠物用品,宠物护理用品,宠物美容配件,200000568,971155138,12%,14%,15%
宠物用品,宠物护理用品,宠物爬架,39482057,97667,12%,14%,15%
宠物用品,宠物护理用品,宠物牙刷,43430727,95237,12%,14%,15%
宠物用品,宠物护理用品,宠物指甲锉,43433764,95246,12%,14%,15%
宠物用品,宠物护理用品,宠物理发剪刀,43433766,95245,12%,14%,15%
宠物用品,宠物护理用品,动物梳子,43434434,95249,12%,14%,15%
宠物用品,宠物护理用品,宠物毛巾,43434436,95247,12%,14%,15%
宠物用品,宠物护理用品,宠物棉签,43443647,95156,12%,14%,15%
宠物用品,宠物护理用品,宠物游泳池,43443648,884550590,12%,14%,15%
宠物用品,宠物护理用品,宠物澡盆,43443648,95235,12%,14%,15%
宠物用品,宠物护理用品,洗猫网眼固定器,43443648,97951,12%,14%,15%
宠物用品,宠物护理用品,宠物吹风机,74688941,63569940,12%,14%,15%
宠物用品,宠物护理用品,宠物用莲蓬头,80375724,970580612,12%,14%,15%
宠物用品,宠物护理用品,猫砂盆垫,82399879,970721693,12%,14%,15%
宠物用品,宠物护理用品,宠物隧道玩具,92291099,970944599,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸,鱼缸,17030225,95263,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸,鱼缸套装,17030225,95264,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸,饲养缸,17030226,95265,12%,14%,15%
宠物用品,鱼缸和爬宠玻璃饲养缸,饲养缸套装,86706577,326660806,12%,14%,15%
宠物用品,兽医药房（膳食补充剂）,脱毛麦芽膏,17037262,971874820,12%,14%,15%
宠物用品,兽医药房（膳食补充剂）,宠物顺势疗剂,200001151,971452830,12%,14%,15%
宠物用品,兽医药房（膳食补充剂）,宠物皮肤病药物,200001152,971457037,12%,14%,15%
宠物用品,兽医药房（膳食补充剂）,宠物抗寄生虫药,200001153,971451526,12%,14%,15%
宠物用品,兽医药房（膳食补充剂）,宠物镇静剂,200001154,971452843,12%,14%,15%
宠物用品,兽医药房（膳食补充剂）,饲料添加剂,200001380,91922,12%,14%,15%
宠物用品,水族养殖化学品,鱼缸植物肥料,39482055,97206,12%,14%,15%
宠物用品,水族养殖化学品,鱼缸用盐,44368063,970969702,12%,14%,15%
宠物用品,水族养殖化学品,鱼缸水处理用品,44368063,99423,12%,14%,15%
宠物用品,蚂蚁农场,用于饲养观赏鱼的鱼子酱,200000354,971079262,12%,14%,15%
宠物用品,蚂蚁农场,蚂蚁农场,47579598,193084523,12%,14%,15%
宠物用品,宠物小工具,驱虫器,17037248,95223,12%,14%,15%
宠物用品,昆虫养殖场,昆虫农场,99735336,971012213,12%,14%,15%
宠物用品,昆虫养殖场,蝴蝶观察盒,99735336,971326596,12%,14%,15%
儿童用品,教学和游戏垫,游戏垫,17037308,95934,12%,14%,17.50%
儿童用品,教学和游戏垫,拼接地垫,17037308,95935,12%,14%,17.50%
儿童用品,教学和游戏垫,感官室设备,43429895,971012568,12%,14%,17.50%
儿童用品,教学和游戏垫,儿童早教游戏垫,43434105,95937,12%,14%,17.50%
儿童用品,儿童背带,婴儿提篮,17030913,95462,12%,14%,17.50%
儿童用品,儿童背带,便携用品配件,17037312,95458,12%,14%,17.50%
儿童用品,儿童背带,待产包收纳袋,17037824,970662051,12%,14%,17.50%
儿童用品,儿童背带,儿童飞机吊床,43429402,971051590,12%,14%,17.50%
儿童用品,儿童背带,手提摇篮 ,43432905,95461,12%,14%,17.50%
儿童用品,儿童背带,哺乳巾,43432906,99007,12%,14%,17.50%
儿童用品,灭菌器和奶瓶加热器,奶瓶加热器,17030918,92998,12%,14%,17.50%
儿童用品,灭菌器和奶瓶加热器,微波炉消毒袋,17030920,92997,12%,14%,17.50%
儿童用品,灭菌器和奶瓶加热器,消毒器,17030920,93000,12%,14%,17.50%
儿童用品,婴儿餐椅,高脚椅配件,17030922,95399,12%,14%,17.50%
儿童用品,婴儿餐椅,婴儿餐椅,17030922,95400,12%,14%,17.50%
儿童用品,游戏及体育设施,儿童滑梯,17030926,94842,12%,14%,17.50%
儿童用品,游戏及体育设施,儿童游乐房子,17030931,94847,12%,14%,17.50%
儿童用品,游戏及体育设施,多功能滑梯秋千组合,17030932,94844,12%,14%,17.50%
儿童用品,游戏及体育设施,儿童秋千,17030933,94849,12%,14%,17.50%
儿童用品,游戏及体育设施,蹦极,17030933,970696413,12%,14%,17.50%
儿童用品,游戏及体育设施,沙箱用沙子,17030935,718886853,12%,14%,17.50%
儿童用品,游戏及体育设施,沙池,17030935,94850,12%,14%,17.50%
儿童用品,游戏及体育设施,保护性沙箱盖,17030935,970783982,12%,14%,17.50%
儿童用品,游戏及体育设施,多功能攀爬游乐组合,17030936,94851,12%,14%,17.50%
儿童用品,游戏及体育设施,游乐、体育综合设施配件,43429409,970946405,12%,14%,17.50%
儿童用品,婴儿声画监视器,婴儿监视器,17035817,95465,12%,14%,17.50%
儿童用品,婴儿声画监视器,无线电、视频婴儿监视器配件,17035817,971045482,12%,14%,17.50%
儿童用品,婴儿声画监视器,婴儿监听器,17035819,95467,12%,14%,17.50%
儿童用品,婴儿声画监视器,白噪音器,17035819,971409187,12%,14%,17.50%
儿童用品,婴儿声画监视器,婴儿监控看护器,17035819,971748875,12%,14%,17.50%
儿童用品,儿童便盆和坐便器,儿童便盆配件,17030938,94467,12%,14%,17.50%
儿童用品,儿童便盆和坐便器,儿童便盆,17030943,94472,12%,14%,17.50%
儿童用品,儿童电动秋千和躺椅,婴儿秋千,17030948,95913,12%,14%,17.50%
儿童用品,儿童电动秋千和躺椅,儿童贵妃椅配件,17030950,95914,12%,14%,17.50%
儿童用品,儿童电动秋千和躺椅,婴儿摇摇椅,17030950,95915,12%,14%,17.50%
儿童用品,儿童乐器,儿童乐器,17030951,96036,12%,14%,17.50%
儿童用品,儿童安全座椅,汽车安全座椅,17030228,92979,12%,14%,17.50%
儿童用品,儿童安全座椅,儿童安全座椅增高垫,17030228,92983,12%,14%,17.50%
儿童用品,儿童安全座椅,汽车安全座椅配件,17030229,92980,12%,14%,17.50%
儿童用品,瓶子和奶嘴,围嘴,17029229,93010,12%,14%,17.50%
儿童用品,瓶子和奶嘴,婴儿辅食奶嘴,17029229,93013,12%,14%,17.50%
儿童用品,瓶子和奶嘴,食物咬咬袋网,17029229,93020,12%,14%,17.50%
儿童用品,瓶子和奶嘴,牛奶收集袋,17029233,93014,12%,14%,17.50%
儿童用品,瓶子和奶嘴,吸管杯,17029235,93016,12%,14%,17.50%
儿童用品,瓶子和奶嘴,磨牙胶,17029236,93017,12%,14%,17.50%
儿童用品,瓶子和奶嘴,奶嘴夹,17029237,93003,12%,14%,17.50%
儿童用品,瓶子和奶嘴,安抚奶嘴,17029237,93018,12%,14%,17.50%
儿童用品,瓶子和奶嘴,安抚奶嘴盒,17029237,93025,12%,14%,17.50%
儿童用品,瓶子和奶嘴,奶嘴,17029240,93022,12%,14%,17.50%
儿童用品,瓶子和奶嘴,奶瓶,17032485,93002,12%,14%,17.50%
儿童用品,瓶子和奶嘴,奶瓶/水杯配件,17032486,93005,12%,14%,17.50%
儿童用品,瓶子和奶嘴,婴儿食品盒,17032490,93006,12%,14%,17.50%
儿童用品,铁路,玩具车厢,17032496,96124,12%,14%,17.50%
