一级类目,二级类目,三级类目,categoryId,typeId,rFBS_低档,rFBS_中档,rFBS_高档
文具,纸制品,贴纸,200000597,971123837,12%,14%,18%
文具,纸制品,可更换的笔记本单元,200000740,94101,12%,14%,18%
文具,纸制品,笔记本分隔页,200000740,971197249,12%,14%,18%
文具,纸制品,家谱,200000812,93802,12%,14%,18%
文具,纸制品,汽车维修手册,200001238,971100778,12%,14%,18%
文具,纸制品,汽车配件目录 ,200001238,971100779,12%,14%,18%
文具,纸制品,名片,200001238,971823449,12%,14%,18%
文具,纸制品,宣传册,200001238,971888236,12%,14%,18%
文具,纸制品,速写本,27520880,96168,12%,14%,18%
文具,纸制品,图画本,41588667,91396,12%,14%,18%
文具,纸制品,便签纸,41588670,257342242,12%,14%,18%
文具,纸制品,贴纸,41588686,257342292,12%,14%,18%
文具,纸制品,显示器便签板,41588686,970628464,12%,14%,18%
文具,纸制品,装订配件,43433700,97445,12%,14%,18%
文具,纸制品,上课时间表,43434522,98473,12%,14%,18%
文具,纸制品,日历,47068633,115951185,12%,14%,18%
文具,纸制品,文件空白表格,48573521,257342239,12%,14%,18%
文具,纸制品,剪贴装饰纸,48573549,257361866,12%,14%,18%
文具,纸制品,印刷品邮件纸带与纸环,90129881,970869249,12%,14%,18%
文具,球,日地月运行仪,17033337,125931030,12%,14%,18%
文具,球,地球仪,17033337,94481,12%,14%,18%
文具,演示白板和配件,书写挂纸板,17033339,94497,12%,14%,18%
文具,演示白板和配件,白板、翻页板配件,43433235,779247221,12%,14%,18%
文具,演示白板和配件,文具磁扣,43433235,93300,12%,14%,18%
文具,演示白板和配件,磁性计划表,90734284,970876418,12%,14%,18%
文具,文具,计算器,17032101,91442,12%,14%,18%
文具,文具,剪刀,17032891,93304,12%,14%,18%
文具,文具,剪刀配件,17032891,970629379,12%,14%,18%
文具,文具,封面,17032893,93305,12%,14%,18%
文具,文具,调色板,17032895,93306,12%,14%,18%
文具,文具,文件托盘,17032898,93308,12%,14%,18%
文具,文具,卡片索引盒,17032898,971747556,12%,14%,18%
文具,文具,文具座,17032898,98506,12%,14%,18%
文具,文具,活页夹弹簧,17032902,93311,12%,14%,18%
文具,文具,裁纸刀,17032903,93312,12%,14%,18%
文具,文具,角刀,17032903,970987619,12%,14%,18%
文具,文具,裁纸垫条,17032903,971116883,12%,14%,18%
文具,文具,标签,17032907,93328,12%,14%,18%
文具,文具,画画用杯,17033342,93285,12%,14%,18%
文具,文具,画笔清洗皂,17033342,970871223,12%,14%,18%
文具,文具,油画洗笔壶,17033342,98652,12%,14%,18%
文具,文具,胶带分配器,17033349,93288,12%,14%,18%
文具,文具,打孔机,17033350,93289,12%,14%,18%
文具,文具,书签,17034807,93291,12%,14%,18%
文具,文具,文具套装,17034808,93292,12%,14%,18%
文具,文具,文具胶带,17034810,93293,12%,14%,18%
文具,文具,修正液,17034813,93295,12%,14%,18%
文具,文具,橡皮擦,17034814,93296,12%,14%,18%
文具,文具,手持放大镜,17034817,93299,12%,14%,18%
文具,文具,桌垫,17034819,93302,12%,14%,18%
文具,文具,美工刀,17034820,93303,12%,14%,18%
文具,文具,文具手术刀,17034820,970859600,12%,14%,18%
文具,文具,订书器,17034826,93317,12%,14%,18%
文具,文具,起钉器,17034826,97585,12%,14%,18%
文具,文具,计数材料,17034828,93319,12%,14%,18%
文具,文具,字母、数字字模盒,17034828,96733,12%,14%,18%
文具,文具,卷笔刀,17034829,93320,12%,14%,18%
文具,文具,手指加湿器,17034831,93322,12%,14%,18%
文具,文具,纸指套,17034831,970744259,12%,14%,18%
文具,文具,文具座,17034835,93326,12%,14%,18%
文具,文具,文具收纳盒,17034835,970869397,12%,14%,18%
文具,文具,激光笔,200001017,971409620,12%,14%,18%
文具,文具,文具锥子,200001019,971411247,12%,14%,18%
文具,文具,记事本、日记本配件,200001037,971416161,12%,14%,18%
文具,文具,绘画调色刀,24667509,97417,12%,14%,18%
文具,文具,石膏模型,41588958,97506,12%,14%,18%
文具,文具,油画调色板杯,43433236,98649,12%,14%,18%
文具,文具,指示棍,43436035,93324,12%,14%,18%
文具,文具,钥匙标签,43443293,98505,12%,14%,18%
文具,文具,墨水池,73277756,970625130,12%,14%,18%
文具,文具,钥匙存放系统,80960921,970701654,12%,14%,18%
文具,文具,图纸筒,82979748,91356,12%,14%,18%
文具,文具,纸张装订套件,85381661,970680872,12%,14%,18%
文具,文具,纸擦笔,88565977,970841267,12%,14%,18%
文具,文具,放大镜配件,89040003,970834768,12%,14%,18%
文具,文具,文具吸尘器,92131684,970939350,12%,14%,18%
文具,文具,银行卡贴纸,92231166,970941958,12%,14%,18%
文具,涂料， 胶水,水彩颜料,17032908,94070,12%,14%,18%
文具,涂料， 胶水,丙烯酸涂料,17032908,94079,12%,14%,18%
文具,涂料， 胶水,玻璃颜料,17032908,94080,12%,14%,18%
文具,涂料， 胶水,陶瓷涂料 ,17032908,94082,12%,14%,18%
文具,涂料， 胶水,纺织颜料,17032908,94084,12%,14%,18%
文具,涂料， 胶水,油画颜料,17032908,94085,12%,14%,18%
文具,涂料， 胶水,指画颜料,17032908,94086,12%,14%,18%
文具,涂料， 胶水,印色油墨,17032908,94087,12%,14%,18%
文具,涂料， 胶水,蛋彩颜料,17032908,94090,12%,14%,18%
文具,涂料， 胶水,喷漆盖,17032908,971044877,12%,14%,18%
文具,涂料， 胶水,花卉涂料,17032908,971065060,12%,14%,18%
文具,涂料， 胶水,印刷颜料,17032908,971363090,12%,14%,18%
文具,涂料， 胶水,丝网印刷油墨,17032908,971370655,12%,14%,18%
文具,涂料， 胶水,涂鸦漆,17032908,98406,12%,14%,18%
文具,涂料， 胶水,水粉颜料,17032910,94072,12%,14%,18%
文具,涂料， 胶水,文具胶,17032911,94073,12%,14%,18%
文具,涂料， 胶水,胶垫,17032911,98331,12%,14%,18%
文具,涂料， 胶水,工艺清漆,17034845,94088,12%,14%,18%
文具,涂料， 胶水,粉彩,17034846,94089,12%,14%,18%
文具,涂料， 胶水,绘图用墨汁,23756686,97677,12%,14%,18%
文具,涂料， 胶水,墨水,23756686,97678,12%,14%,18%
文具,涂料， 胶水,艺术涂料媒介,30667986,971395608,12%,14%,18%
文具,涂料， 胶水,稀释剂,30667986,97329,12%,14%,18%
文具,涂料， 胶水,艺术底漆,43429824,97251,12%,14%,18%
文具,涂料， 胶水,凝胶涂料,43429826,97178,12%,14%,18%
文具,涂料， 胶水,缓凝剂,43430655,97691,12%,14%,18%
文具,涂料， 胶水,油漆稠化剂,43430655,99417,12%,14%,18%
文具,涂料， 胶水,勾线颜料,43430656,97689,12%,14%,18%
文具,涂料， 胶水,肌理膏,43433858,92321,12%,14%,18%
文具,涂料， 胶水,绘画遮罩液 ,43433858,970862444,12%,14%,18%
文具,涂料， 胶水,装饰液体玻璃,43433858,971102801,12%,14%,18%
文具,涂料， 胶水,化妆刷清洁剂,43433858,971201540,12%,14%,18%
文具,涂料， 胶水,色轮,43433858,971323443,12%,14%,18%
文具,涂料， 胶水,植绒粉,43433858,971413074,12%,14%,18%
文具,涂料， 胶水,涂料搅拌球,43433858,971444195,12%,14%,18%
文具,涂料， 胶水,颜料,43433858,97885,12%,14%,18%
文具,涂料， 胶水,亮粉,43433858,98430,12%,14%,18%
文具,涂料， 胶水,涂料溶剂,43434526,97686,12%,14%,18%
文具,涂料， 胶水,消光液,88661957,971425863,12%,14%,18%
文具,涂料， 胶水,颜色固定剂,88661958,970849004,12%,14%,18%
文具,文件夹和文件袋,透明文件袋,17032920,94480,12%,14%,18%
文具,文件夹和文件袋,胸卡,17034848,94475,12%,14%,18%
文具,文件夹和文件袋,文件夹,17034849,707053704,12%,14%,18%
文具,文件夹和文件袋,书写板夹,17034849,97415,12%,14%,18%
文具,文件夹和文件袋,文件夹分隔符,17034850,94477,12%,14%,18%
文具,文件夹和文件袋,档案收纳盒,200000828,97614,12%,14%,18%
文具,文件夹和文件袋,用于档案装订的夹具托盘,200001036,971416127,12%,14%,18%
文具,文件夹和文件袋,档案装订机,200001036,971416128,12%,14%,18%
文具,文件夹和文件袋,胸卡夹,43429827,97949,12%,14%,18%
文具,文件夹和文件袋,证件挂绳,43433238,97950,12%,14%,18%
文具,文件夹和文件袋,装订器,43435258,97616,12%,14%,18%
文具,文件夹和文件袋,名片夹的可更换块,43435260,94478,12%,14%,18%
文具,文件夹和文件袋,文件夹机制,90133817,971072241,12%,14%,18%
文具,笔盒 ,铅笔盒,17032921,94105,12%,14%,18%
文具,书写用具,铅芯,17032926,94052,12%,14%,18%
文具,书写用具,铅笔,17032928,94054,12%,14%,18%
文具,书写用具,画笔,17034851,94057,12%,14%,18%
文具,书写用具,马克笔,17034853,94058,12%,14%,18%
文具,书写用具,马克笔套装,17034853,94063,12%,14%,18%
文具,书写用具,划粉,17034854,92282,12%,14%,18%
文具,书写用具,粉笔,17034854,94059,12%,14%,18%
文具,书写用具,粉笔架,17034854,971049096,12%,14%,18%
文具,书写用具,铅笔套装,17034856,94061,12%,14%,18%
文具,书写用具,画笔套装,17034857,94062,12%,14%,18%
文具,书写用具,麦克笔套装,17034860,94065,12%,14%,18%
文具,书写用具,毡尖笔喷雾器,17034860,970717894,12%,14%,18%
文具,书写用具,笔套装,17034861,94064,12%,14%,18%
文具,书写用具,笔,17034861,94066,12%,14%,18%
文具,书写用具,书法套装,17034861,971747710,12%,14%,18%
文具,书写用具,笔芯，记号笔墨盒,17034862,94056,12%,14%,18%
文具,书写用具,笔芯,17034862,94067,12%,14%,18%
文具,书写用具,钢笔转换器,17034862,97237,12%,14%,18%
文具,书写用具,美术炭笔,17034864,94069,12%,14%,18%
文具,书写用具,紅堊笔,17034864,971391750,12%,14%,18%
文具,书写用具,美术用棕褐色画材,17034864,971391751,12%,14%,18%
文具,书写用具,素描条,17034864,971391752,12%,14%,18%
文具,书写用具,盲文书写板,200000306,971072354,12%,14%,18%
文具,书写用具,练字器,200000741,971197343,12%,14%,18%
文具,书写用具,标记笔笔尖,200000974,971001289,12%,14%,18%
文具,书写用具,标记笔芯,200000974,971169792,12%,14%,18%
文具,书写用具,制图针管笔,30667917,970731280,12%,14%,18%
文具,书写用具,制图针管笔,30667917,97879,12%,14%,18%
文具,书写用具,羽毛笔架,30667918,97878,12%,14%,18%
文具,书写用具,笔尖,30667919,97877,12%,14%,18%
文具,书写用具,砚石,30667923,970993161,12%,14%,18%
文具,信封和邮递箱,邮政包装袋,17154183,713080978,12%,14%,18%
文具,信封和邮递箱,快递包装袋,17154183,970788192,12%,14%,18%
文具,信封和邮递箱,信封,17154183,97379,12%,14%,18%
文具,信封和邮递箱,包裹箱,80634712,863256798,12%,14%,18%
文具,文具小件,纸夹,17034806,93290,12%,14%,18%
文具,文具小件,图钉,17034811,93294,12%,14%,18%
文具,文具小件,文具别针,17034811,970808621,12%,14%,18%
文具,文具小件,文具刀刃,17034815,93297,12%,14%,18%
文具,文具小件,橡皮筋,17034821,93313,12%,14%,18%
文具,文具小件,订书钉,17034823,93315,12%,14%,18%
文具,文具小件,曲别针,17034825,93316,12%,14%,18%
文具,绘图配件,几何格尺套装,17033344,93286,12%,14%,18%
文具,绘图配件,绘图仪器,17033345,93287,12%,14%,18%
文具,绘图配件,鸭嘴笔,17033345,93314,12%,14%,18%
文具,绘图配件,圆规,17033345,93327,12%,14%,18%
文具,绘图配件,尺子,17034816,93298,12%,14%,18%
文具,绘图配件,三角尺,17034816,93323,12%,14%,18%
文具,绘图配件,万花尺,17034816,970960653,12%,14%,18%
文具,绘图配件,量角器,17034830,93321,12%,14%,18%
文具,绘图配件,画板,83264101,970729015,12%,14%,18%
文具,儿童背包、书包、包,换鞋袋,17032715,94034,12%,14%,18%
文具,商业设备,演示系统,17034795,94485,12%,14%,18%
文具,商业设备,机械自动贩卖机,200000170,971065057,12%,14%,18%
文具,商业设备,机械自动售货机机架,200000170,971096364,12%,14%,18%
文具,商业设备,商用帐篷,200000553,95073,12%,14%,18%
文具,商业设备,兑换机,200000618,971132995,12%,14%,18%
文具,商业设备,纸币验收器盒,200000618,971287223,12%,14%,18%
文具,商业设备,吊牌枪用塑料针扣,200000975,971323480,12%,14%,18%
文具,商业设备,商用设备配件,200001661,972101856,12%,14%,18%
文具,商业设备,信息展示架,71328782,790183771,12%,14%,18%
文具,商业设备,信息展示框,71328782,970615353,12%,14%,18%
文具,商业设备,价签夹,71328782,970615402,12%,14%,18%
文具,商业设备,信息插袋,71328782,970615403,12%,14%,18%
文具,商业设备,三角立牌,71328782,970615775,12%,14%,18%
文具,商业设备,信息展示架,71328782,970615776,12%,14%,18%
文具,商业设备,价签,71328782,970615927,12%,14%,18%
文具,商业设备,快开海报框,71328782,970616815,12%,14%,18%
文具,商业设备,更衣室号码牌,71328782,970986820,12%,14%,18%
文具,商业设备,票据、车票打孔针,71328782,971084704,12%,14%,18%
文具,商业设备,价签标识牌,71328782,971407898,12%,14%,18%
文具,商业设备,购物篮,71503249,970616289,12%,14%,18%
文具,商业设备,购物推车,71503249,970855215,12%,14%,18%
文具,商业设备,购物车钥匙,71503249,971367179,12%,14%,18%
文具,商业设备,硬币盒,71503476,970616288,12%,14%,18%
文具,商业设备,分隔挡板,71697287,970616683,12%,14%,18%
文具,商业设备,商品展示架,71697287,970616770,12%,14%,18%
文具,商业设备,展示柜防盗锁,71697287,971001293,12%,14%,18%
文具,商业设备,促销陈列篮,71697287,971296315,12%,14%,18%
文具,商业设备,取衣杆,71697287,971405336,12%,14%,18%
文具,商业设备,衣架尺码夹,71697287,971437077,12%,14%,18%
文具,商业设备,商品支架,71697287,971440461,12%,14%,18%
文具,商业设备,货物箱,71697287,971448894,12%,14%,18%
文具,商业设备,信息框架配件,71734682,970616821,12%,14%,18%
文具,商业设备,商店LED标牌,80050800,970694426,12%,14%,18%
文具,商业设备,捐款箱、投票箱,88626115,970842796,12%,14%,18%
文具,商业设备,按键计数器,88976115,94316,12%,14%,18%
文具,商业设备,信息材料,89039632,970676645,12%,14%,18%
文具,商业设备,广告横幅,89757539,970865886,12%,14%,18%
文具,商业设备,媒体墙,89757539,971043038,12%,14%,18%
文具,商业设备,公车地铁带广告扶手,89757539,971432456,12%,14%,18%
文具,商业设备,彩池球,99610517,971007683,12%,14%,18%
文具,挂图,挂图,76244575,970665952,12%,14%,18%
文具,电子卡/手环,识别手镯、卡片,80298603,970997659,12%,14%,18%
文具,保险箱和档案柜,档案柜,200000394,970869578,12%,14%,18%
文具,保险箱和档案柜,保险箱,93167674,98058,12%,14%,18%
小百货和配饰,服装首饰,饰品宝石,100662356,971038154,12%,14%,18%
小百货和配饰,服装首饰,戒指,17038228,87458895,12%,14%,18%
小百货和配饰,服装首饰,首饰套装,17038229,87458896,12%,14%,18%
小百货和配饰,服装首饰,吊坠,17038234,87458901,12%,14%,18%
小百货和配饰,服装首饰,耳环,17038235,87593412,12%,14%,18%
小百货和配饰,服装首饰,饰品配件,17038235,970874896,12%,14%,18%
小百货和配饰,服装首饰,链,17038236,87593413,12%,14%,18%
小百货和配饰,服装首饰,面部饰品,17038236,971201815,12%,14%,18%
小百货和配饰,服装首饰,手链,17039096,87458883,12%,14%,18%
小百货和配饰,服装首饰,锁匙扣,17039098,87458885,12%,14%,18%
小百货和配饰,服装首饰,胸针,17039099,87458886,12%,14%,18%
小百货和配饰,服装首饰,徽章,17039099,93762,12%,14%,18%
小百货和配饰,服装首饰,珠链,17039100,87458887,12%,14%,18%
小百货和配饰,服装首饰,包架,17039102,87458889,12%,14%,18%
小百货和配饰,服装首饰,领带夹,17039104,87458890,12%,14%,18%
小百货和配饰,服装首饰,袖扣,17039104,87458891,12%,14%,18%
小百货和配饰,服装首饰,宝石项链,17039107,971168976,12%,14%,18%
小百货和配饰,服装首饰,十字架,43430079,87593407,12%,14%,18%
小百货和配饰,服装首饰,围巾圈,43432810,87593409,12%,14%,18%
小百货和配饰,服装首饰,穿刺饰品,43433301,87593410,12%,14%,18%
小百货和配饰,服装首饰,颈环,43435525,87597164,12%,14%,18%
小百货和配饰,服装首饰,手链吊饰,43435526,87593414,12%,14%,18%
小百货和配饰,服装首饰,细带,43436280,87593415,12%,14%,18%
小百货和配饰,服装首饰,牙钻贴,90459632,970872555,12%,14%,18%
小百货和配饰,配饰,行李锁,17030488,94286,12%,14%,18%
小百货和配饰,配饰,睡眠眼罩,17030499,94295,12%,14%,18%
小百货和配饰,配饰,U型枕,17030504,94310,12%,14%,18%
小百货和配饰,配饰,电脑眼镜,17034868,93865,12%,14%,18%
小百货和配饰,配饰,墨镜,17034869,93866,12%,14%,18%
小百货和配饰,配饰,平光眼镜,17034869,971081388,12%,14%,18%
小百货和配饰,配饰,行李牌,17035833,94279,12%,14%,18%
小百货和配饰,配饰,眼镜盒,17037802,96688,12%,14%,18%
小百货和配饰,配饰,伞,17037805,93352,12%,14%,18%
小百货和配饰,配饰,背包,17037819,115945533,12%,14%,18%
小百货和配饰,配饰,包/袋,17037821,970575517,12%,14%,18%
小百货和配饰,配饰,手提箱套,17037830,94046,12%,14%,18%
